日期,縣市,表燈非營業用電售電量(度),表燈非營業用電抄表戶數,表燈非營業用電佔比(%),表燈營業用電(住宅用)售電量(度),表燈營業用電(住宅用)抄表戶數,表燈營業用電(住宅用)用電佔比(%),無法歸類之家庭用電(電力用電)售電量(度),無法歸類之家庭用電(電力用電)抄表戶數,無法歸類之家庭用電(電力用電)用電佔比(%),合計
2017年10月,台中市,591986425,742415,0.1218,397095,35,0.3498,36362412,4510,0.1381,628745932
2017年10月,台南市,406616402,582353,0.0836,39362,9,0.0347,10773485,1371,0.0409,417429249
2017年10月,高雄市,502040686,704678,0.1033,84499,26,0.0744,27267603,4119,0.1036,529392788
2017年10月,宜蘭縣,95276790,140882,0.0196,0,0,0,1162361,254,0.0044,96439151
2017年10月,新竹縣,130589613,156444,0.0269,6679,3,0.0059,5592892,682,0.0212,136189184
2017年10月,苗栗縣,103520294,155694,0.0213,17187,7,0.0151,656758,152,0.0025,104194239
2017年10月,彰化縣,251627603,383496,0.0518,6726,2,0.0059,1315815,283,0.005,252950144
2017年10月,南投縣,93558277,158533,0.0192,9495,2,0.0084,451161,111,0.0017,94018933
2017年10月,雲林縣,134535136,264716,0.0277,4298,3,0.0038,607169,163,0.0023,135146603
2017年10月,嘉義縣,88047446,170431,0.0181,35868,8,0.0316,380382,85,0.0014,88463696
2017年10月,屏東縣,152762392,253059,0.0314,31617,12,0.0279,1092953,251,0.0042,153886962
2017年10月,台東縣,41944401,62322,0.0086,25605,3,0.0226,323418,70,0.0012,42293424
2017年10月,花蓮縣,71582742,93019,0.0147,24834,5,0.0219,758838,134,0.0029,72366414
2017年10月,基隆市,80922311,99322,0.0166,2727,2,0.0024,3677086,886,0.014,84602124
2017年10月,新竹市,100347466,109215,0.0206,10464,3,0.0092,5424108,860,0.0206,105782038
2017年10月,嘉義市,55966660,77660,0.0115,0,0,0,1196386,247,0.0045,57163046
2017年10月,澎湖縣,17398983,22509,0.0036,0,0,0,150187,16,0.0006,17549170
2017年10月,金門縣,12159124,12410,0.0025,0,0,0,24691,35,0.0001,12183815
2017年10月,連江縣,2430089,2119,0.0005,0,0,0,8742,14,0,2438831
2017年10月,合計,4861714472,6196344,1,1135083,180,1,263301718,35674,1,5126151273
2017年09月,新北市,923059421,912296,0.1855,154033,22,0.1471,75038033,10293,0.2946,998251487
2017年09月,台北市,598661736,527460,0.1203,192225,28,0.1836,65499226,7817,0.2571,664353187
2017年09月,桃園市,428517181,501229,0.0861,83723,11,0.08,22648682,3259,0.0889,451249586
2017年09月,台中市,588022647,738587,0.1182,333297,33,0.3184,34378112,4503,0.135,622734056
2017年09月,台南市,381396228,584690,0.0767,34646,8,0.0331,9970908,1364,0.0391,391401782
2017年09月,高雄市,634187020,902678,0.1275,76422,23,0.073,25714214,4114,0.1009,659977656
2017年09月,宜蘭縣,96986226,136653,0.0195,0,0,0,1075635,254,0.0042,98061861
2017年09月,新竹縣,115808547,144199,0.0233,4033,2,0.0039,5229927,668,0.0205,121042507
2017年09月,苗栗縣,121291411,171171,0.0244,14588,6,0.0139,611768,150,0.0024,121917767
2017年09月,彰化縣,243458865,393153,0.0489,7287,2,0.007,1214416,283,0.0048,244680568
2017年09月,南投縣,71596645,130522,0.0144,12147,2,0.0116,432400,111,0.0017,72041192
2017年09月,雲林縣,134700108,259292,0.0271,4009,3,0.0038,580443,163,0.0023,135284560
2017年09月,嘉義縣,92581955,174800,0.0186,33946,8,0.0324,367164,85,0.0014,92983065
2017年09月,屏東縣,165445077,278342,0.0333,31053,12,0.0297,1012053,252,0.004,166488183
2017年09月,台東縣,37569427,56642,0.0076,27203,3,0.026,311337,70,0.0012,37907967
2017年09月,花蓮縣,65023911,87763,0.0131,24433,5,0.0233,738720,134,0.0029,65787064
2017年09月,基隆市,72411399,86268,0.0146,2757,2,0.0026,3597983,885,0.0141,76012139
2017年09月,新竹市,114161022,124463,0.0229,11053,5,0.0106,4993692,852,0.0196,119165767
2017年09月,嘉義市,53714256,77854,0.0108,0,0,0,1129400,247,0.0044,54843656
2017年09月,澎湖縣,20369234,22260,0.0041,0,0,0,154410,16,0.0006,20523644
2017年09月,金門縣,13753823,14982,0.0028,0,0,0,24821,35,0.0001,13778644
2017年09月,連江縣,2945459,1907,0.0006,0,0,0,8099,14,0,2953558
2017年09月,合計,4975661598,6327211,1,1046855,175,1,254731443,35569,1,5231439896
2017年08月,新北市,821001447,903279,0.1785,153608,21,0.1521,75543762,10262,0.2953,896698817
2017年08月,台北市,526843838,496159,0.1146,156754,25,0.1552,66054120,7812,0.2582,593054712
2017年08月,桃園市,486535236,600055,0.1058,75213,10,0.0745,23032118,3249,0.09,509642567
2017年08月,台中市,543966655,740401,0.1183,341669,32,0.3383,34521633,4497,0.1349,578829957
2017年08月,台南市,380669578,580646,0.0828,33980,8,0.0336,9742060,1355,0.0381,390445618
2017年08月,高雄市,486437960,703197,0.1058,78599,25,0.0778,25648986,4110,0.1003,512165545
2017年08月,宜蘭縣,91975403,140346,0.02,0,0,0,1052800,252,0.0041,93028203
2017年08月,新竹縣,123767912,156096,0.0269,6948,3,0.0069,5282484,667,0.0206,129057344
2017年08月,苗栗縣,97375045,155183,0.0212,13546,6,0.0134,609979,151,0.0024,97998570
2017年08月,彰化縣,233486329,382661,0.0508,6540,2,0.0065,1156529,283,0.0045,234649398
2017年08月,南投縣,85514631,158098,0.0186,16991,3,0.0168,362449,111,0.0014,85894071
2017年08月,雲林縣,123365388,264378,0.0268,3954,3,0.0039,575467,163,0.0022,123944809
2017年08月,嘉義縣,80446901,170101,0.0175,31080,8,0.0308,306479,85,0.0012,80784460
2017年08月,屏東縣,150938524,252706,0.0328,31364,12,0.0311,1049902,252,0.0041,152019790
2017年08月,台東縣,42009190,62207,0.0091,25651,3,0.0254,315968,70,0.0012,42350809
2017年08月,花蓮縣,69302612,92769,0.0151,23250,5,0.023,653469,134,0.0026,69979331
2017年08月,基隆市,77677400,99288,0.0169,3148,2,0.0031,3617935,886,0.0141,81298483
2017年08月,新竹市,95820788,109038,0.0208,7776,4,0.0077,4992262,849,0.0195,100820826
2017年08月,嘉義市,51083672,77437,0.0111,0,0,0,1141497,248,0.0045,52225169
2017年08月,澎湖縣,17043033,22386,0.0037,0,0,0,151194,16,0.0006,17194227
2017年08月,金門縣,11281099,12289,0.0025,0,0,0,21583,34,0.0001,11302682
2017年08月,連江縣,2378478,2127,0.0005,0,0,0,8725,14,0,2387203
2017年08月,合計,4598921119,6180847,1,1010071,172,1,255841401,35500,1,4855772591
2017年07月,新北市,687150853,911271,0.1667,159585,20,0.1612,74370516,10242,0.2906,761680954
2017年07月,台北市,448500034,526975,0.1088,142386,25,0.1438,65064728,7808,0.2542,513707148
2017年07月,桃園市,334295797,499429,0.0811,80046,10,0.0809,22800433,3238,0.0891,357176276
2017年07月,台中市,495741286,736636,0.1203,324157,32,0.3275,35029082,4484,0.1369,531094525
2017年07月,台南市,352412977,583112,0.0855,35275,8,0.0356,9933857,1339,0.0388,362382109
2017年07月,高雄市,591801805,901346,0.1436,79620,23,0.0804,27116232,4104,0.1059,618997657
2017年07月,宜蘭縣,75206586,136320,0.0182,0,0,0,1069887,252,0.0042,76276473
2017年07月,新竹縣,90448674,143467,0.0219,3767,2,0.0038,5242453,664,0.0205,95694894
2017年07月,苗栗縣,97521870,170386,0.0237,12333,6,0.0125,638363,146,0.0025,98172566
2017年07月,彰化縣,207203941,392391,0.0503,7901,2,0.008,1197953,281,0.0047,208409795
2017年07月,南投縣,65083479,129984,0.0158,15002,3,0.0152,357388,110,0.0014,65455869
2017年07月,雲林縣,121369205,259013,0.0294,4364,3,0.0044,592851,163,0.0023,121966420
2017年07月,嘉義縣,84135950,174443,0.0204,31281,8,0.0316,318837,85,0.0012,84486068
2017年07月,屏東縣,160341908,277845,0.0389,31840,12,0.0322,1080160,251,0.0042,161453908
2017年07月,台東縣,33238758,56523,0.0081,26829,3,0.0271,304672,70,0.0012,33570259
2017年07月,花蓮縣,53813713,87454,0.0131,23554,5,0.0238,657578,134,0.0026,54494845
2017年07月,基隆市,53735244,86222,0.013,2853,3,0.0029,3651089,886,0.0143,57389186
2017年07月,新竹市,90395799,124283,0.0219,9069,5,0.0092,5158815,847,0.0202,95563683
2017年07月,嘉義市,48477294,77646,0.0118,0,0,0,1172159,248,0.0046,49649453
2017年07月,澎湖縣,17944624,22120,0.0044,0,0,0,157988,15,0.0006,18102612
2017年07月,金門縣,10878311,14721,0.0026,0,0,0,22498,34,0.0001,10900809
2017年07月,連江縣,2510175,1885,0.0006,0,0,0,8861,14,0,2519036
2017年07月,合計,4122208283,6313472,1,989862,170,1,255946400,35415,1,4379144545
2017年06月,新北市,532916107,900932,0.1605,142507,21,0.1586,66741944,10210,0.2884,599800558
2017年06月,台北市,336047852,495859,0.1012,133741,25,0.1488,57787956,7796,0.2497,393969549
2017年06月,桃園市,334376950,598362,0.1007,65783,10,0.0732,19821300,3231,0.0857,354264033
2017年06月,台中市,413236156,738560,0.1245,296748,31,0.3302,32170233,4473,0.139,445703137
2017年06月,台南市,299345611,579422,0.0902,33007,8,0.0367,9728147,1335,0.042,309106765
2017年06月,高雄市,377204342,701404,0.1136,73771,25,0.0821,25140605,4094,0.1086,402418718
2017年06月,宜蘭縣,62818740,139679,0.0189,0,0,0,994100,250,0.0043,63812840
2017年06月,新竹縣,84983394,155374,0.0256,3568,2,0.004,4637670,661,0.02,89624632
2017年06月,苗栗縣,68178210,154498,0.0205,9585,5,0.0107,580693,145,0.0025,68768488
2017年06月,彰化縣,179360117,381740,0.054,6663,2,0.0074,1198995,281,0.0052,180565775
2017年06月,南投縣,73280143,157708,0.0221,16626,3,0.0185,345665,110,0.0015,73642434
2017年06月,雲林縣,106353090,263874,0.032,3953,3,0.0044,544687,164,0.0024,106901730
2017年06月,嘉義縣,68467738,169761,0.0206,25415,8,0.0283,376273,85,0.0016,68869426
2017年06月,屏東縣,125321069,252268,0.0377,29797,12,0.0332,1018740,250,0.0044,126369606
2017年06月,台東縣,31264257,61865,0.0094,24099,3,0.0268,290725,70,0.0013,31579081
2017年06月,花蓮縣,50019367,92431,0.0151,20622,5,0.0229,695156,133,0.003,50735145
2017年06月,基隆市,50350033,99268,0.0152,2914,3,0.0032,3493369,886,0.0151,53846316
2017年06月,新竹市,64335666,108875,0.0194,9768,4,0.0109,4584270,847,0.0198,68929704
2017年06月,嘉義市,40232134,77284,0.0121,0,0,0,1097323,248,0.0047,41329457
2017年06月,澎湖縣,12703992,22338,0.0038,0,0,0,133824,15,0.0006,12837816
2017年06月,金門縣,7940092,12144,0.0024,0,0,0,18668,33,0.0001,7958760
2017年06月,連江縣,1741769,2126,0.0005,0,0,0,7901,14,0,1749670
2017年06月,合計,3320476829,6165772,1,898567,170,1,231408244,35331,1,3552783640
2017年05月,新北市,518715637,909614,0.1622,129201,20,0.152,64256866,10201,0.2882,583101704
2017年05月,台北市,332742549,526155,0.1041,126624,25,0.1489,53893693,7793,0.2417,386762866
2017年05月,桃園市,280904256,497979,0.0878,58864,10,0.0692,19713372,3220,0.0884,300676492
2017年05月,台中市,385135397,734828,0.1204,294540,32,0.3464,31061743,4466,0.1393,416491680
2017年05月,台南市,266338118,582203,0.0833,28277,8,0.0333,9463464,1332,0.0424,275829859
2017年05月,高雄市,431821855,899515,0.135,64499,22,0.0759,25211654,4088,0.1131,457098008
2017年05月,宜蘭縣,60688470,135721,0.019,0,0,0,978782,250,0.0044,61667252
2017年05月,新竹縣,72716543,142879,0.0227,2017,1,0.0024,4364411,657,0.0196,77082971
2017年05月,苗栗縣,74361500,169795,0.0233,8668,5,0.0102,561909,142,0.0025,74932077
2017年05月,彰化縣,170402571,391403,0.0533,6601,2,0.0078,1188548,282,0.0053,171597720
2017年05月,南投縣,58885622,129747,0.0184,15819,3,0.0186,342803,110,0.0015,59244244
2017年05月,雲林縣,103854483,258455,0.0325,3873,3,0.0046,532775,164,0.0024,104391131
2017年05月,嘉義縣,69656222,174094,0.0218,24831,8,0.0292,333068,86,0.0015,70014121
2017年05月,屏東縣,127426375,277419,0.0399,32802,13,0.0386,1020940,250,0.0046,128480117
2017年05月,台東縣,27501515,56481,0.0086,24210,3,0.0285,299430,70,0.0013,27825155
2017年05月,花蓮縣,43903968,87125,0.0137,23042,5,0.0271,687084,133,0.0031,44614094
2017年05月,基隆市,42973521,86053,0.0134,2786,3,0.0033,3314721,883,0.0149,46291028
2017年05月,新竹市,67421143,124077,0.0211,3612,3,0.0042,4479308,845,0.0201,71904063
2017年05月,嘉義市,37572890,77573,0.0118,0,0,0,1092156,248,0.0049,38665046
2017年05月,澎湖縣,13350420,22032,0.0042,0,0,0,118026,15,0.0005,13468446
2017年05月,金門縣,9030667,14505,0.0028,0,0,0,18694,33,0.0001,9049361
2017年05月,連江縣,2181119,1829,0.0007,0,0,0,7475,14,0,2188594
2017年05月,合計,3197584841,6299482,1,850266,166,1,222940922,35282,1,3421376029
2017年04月,新北市,499020336,899444,0.1672,115884,19,0.1302,62935719,10149,0.287,562071939
2017年04月,台北市,304975937,495006,0.1022,119489,25,0.1343,51726235,7786,0.2358,356821661
2017年04月,桃園市,333067621,595980,0.1116,54090,10,0.0608,19906963,3207,0.0908,353028674
2017年04月,台中市,362848314,736389,0.1216,356031,31,0.4,30862264,4444,0.1407,394066609
2017年04月,台南市,247867005,577964,0.083,23720,8,0.0267,9084472,1330,0.0414,256975197
2017年04月,高雄市,296564171,700117,0.0993,61199,24,0.0688,25242787,4081,0.1151,321868157
2017年04月,宜蘭縣,61618316,139374,0.0206,0,0,0,1054054,250,0.0048,62672370
2017年04月,新竹縣,80969255,154974,0.0271,3789,2,0.0043,4476770,655,0.0204,85449814
2017年04月,苗栗縣,63163472,153747,0.0212,6983,5,0.0078,553094,142,0.0025,63723549
2017年04月,彰化縣,164290314,380737,0.055,7989,2,0.009,1151177,282,0.0052,165449480
2017年04月,南投縣,69273539,157319,0.0232,15222,3,0.0171,383991,110,0.0018,69672752
2017年04月,雲林縣,94973030,263157,0.0318,3328,3,0.0037,557986,164,0.0025,95534344
2017年04月,嘉義縣,60761210,169093,0.0204,32522,8,0.0365,274477,80,0.0013,61068209
2017年04月,屏東縣,104223236,251789,0.0349,30366,13,0.0341,1002528,250,0.0046,105256130
2017年04月,台東縣,29229180,61772,0.0098,22843,3,0.0257,281036,70,0.0013,29533059
2017年04月,花蓮縣,47750020,92137,0.016,23637,5,0.0266,705560,133,0.0032,48479217
2017年04月,基隆市,50661568,99213,0.017,8806,4,0.0099,3358659,882,0.0153,54029033
2017年04月,新竹市,58311105,108570,0.0195,822,1,0.0009,4537126,841,0.0207,62849053
2017年04月,嘉義市,34570809,77194,0.0116,3319,1,0.0037,1100341,248,0.005,35674469
2017年04月,澎湖縣,11268231,22409,0.0038,0,0,0,106649,15,0.0005,11374880
2017年04月,金門縣,7922495,12099,0.0027,0,0,0,14668,29,0.0001,7937163
2017年04月,連江縣,1810920,2125,0.0006,0,0,0,8590,15,0,1819510
2017年04月,合計,2985140084,6150609,1,890039,167,1,219325146,35163,1,3205355269
2017年03月,新北市,505745366,904224,0.166,98259,18,0.1428,57674098,10102,0.2873,563517723
2017年03月,台北市,323303749,525935,0.1061,100159,26,0.1456,47138541,7778,0.2348,370542449
2017年03月,桃園市,281460492,496508,0.0924,45446,10,0.0661,18191355,3193,0.0906,299697293
2017年03月,台中市,365329971,732846,0.1199,235004,31,0.3416,27949501,4436,0.1392,393514476
2017年03月,台南市,247035371,580460,0.0811,18445,8,0.0268,8306963,1321,0.0414,255360779
2017年03月,高雄市,380516650,897516,0.1249,53341,21,0.0775,23631591,4076,0.1177,404201582
2017年03月,宜蘭縣,61404010,135471,0.0202,0,0,0,1001534,252,0.005,62405544
2017年03月,新竹縣,72006454,142410,0.0236,2238,1,0.0033,4028527,658,0.0201,76037219
2017年03月,苗栗縣,72710705,169222,0.0239,7657,5,0.0111,496926,143,0.0025,73215288
2017年03月,彰化縣,165527640,390657,0.0543,6265,2,0.0091,1047227,281,0.0052,166581132
2017年03月,南投縣,57798853,129487,0.019,12126,3,0.0176,340783,110,0.0017,58151762
2017年03月,雲林縣,96233568,258300,0.0316,3183,3,0.0046,513618,164,0.0026,96750369
2017年03月,嘉義縣,66279417,173781,0.0218,27550,8,0.04,259308,80,0.0013,66566275
2017年03月,屏東縣,114337440,276946,0.0375,25956,13,0.0377,879484,252,0.0044,115242880
2017年03月,台東縣,26639299,56353,0.0087,19765,3,0.0287,265665,70,0.0013,26924729
2017年03月,花蓮縣,42643259,87002,0.014,23219,5,0.0337,665284,133,0.0033,43331762
2017年03月,基隆市,43462822,85974,0.0143,7573,4,0.011,3185450,881,0.0159,46655845
2017年03月,新竹市,65056542,123438,0.0214,1826,2,0.0027,4037319,839,0.0201,69095687
2017年03月,嘉義市,34912384,77405,0.0115,0,0,0,1002604,249,0.005,35914988
2017年03月,澎湖縣,12918105,22116,0.0042,0,0,0,97317,15,0.0005,13015422
2017年03月,金門縣,9185503,14396,0.003,0,0,0,14501,29,0.0001,9200004
2017年03月,連江縣,2183890,1830,0.0007,0,0,0,6777,15,0,2190667
2017年03月,合計,3046691490,6282277,1,688012,163,1,200734373,35077,1,3248113875
2017年02月,新北市,492947697,897249,0.1665,107823,19,0.1465,60487297,10083,0.2884,553542817
2017年02月,台北市,303290827,493809,0.1025,117996,27,0.1604,48219447,7752,0.2299,351628270
2017年02月,桃園市,322569809,593937,0.109,52165,10,0.0709,19365396,3191,0.0923,341987370
2017年02月,台中市,361388531,734631,0.1221,232244,30,0.3157,29461837,4408,0.1404,391082612
2017年02月,台南市,250812933,576233,0.0847,20437,8,0.0278,8354784,1317,0.0398,259188154
2017年02月,高雄市,299845316,699445,0.1013,58127,23,0.079,24651544,4067,0.1175,324554987
2017年02月,宜蘭縣,62926915,138778,0.0213,0,0,0,1117154,252,0.0053,64044069
2017年02月,新竹縣,78413318,154639,0.0265,3526,2,0.0048,4369656,657,0.0208,82786500
2017年02月,苗栗縣,61640789,153088,0.0208,7313,5,0.0099,533613,141,0.0025,62181715
2017年02月,彰化縣,161592795,379965,0.0546,5688,2,0.0077,1126554,281,0.0054,162725037
2017年02月,南投縣,69604020,156906,0.0235,11939,3,0.0162,397284,110,0.0019,70013243
2017年02月,雲林縣,88981199,262760,0.0301,3881,3,0.0053,532541,164,0.0025,89517621
2017年02月,嘉義縣,59186946,168833,0.02,26658,8,0.0362,249616,80,0.0012,59463220
2017年02月,屏東縣,104880785,251431,0.0354,30383,13,0.0413,966576,252,0.0046,105877744
2017年02月,台東縣,29670529,61583,0.01,23969,3,0.0326,305292,70,0.0015,29999790
2017年02月,花蓮縣,48410738,91912,0.0164,24949,5,0.0339,642366,134,0.0031,49078053
2017年02月,基隆市,50595471,99067,0.0171,7923,4,0.0108,3377288,878,0.0161,53980682
2017年02月,新竹市,56906413,108153,0.0192,733,1,0.001,4396683,839,0.021,61303829
2017年02月,嘉義市,34999825,77113,0.0118,0,0,0,1099622,249,0.0052,36099447
2017年02月,澎湖縣,11380076,22396,0.0038,0,0,0,94331,15,0.0004,11474407
2017年02月,金門縣,7773316,11943,0.0026,0,0,0,13885,29,0.0001,7787201
2017年02月,連江縣,2462583,2081,0.0008,0,0,0,7381,16,0,2469964
2017年02月,合計,2960280831,6135952,1,735754,166,1,209770147,34985,1,3170786732
2017年01月,新北市,488016127,902246,0.1636,129205,18,0.1692,60364428,10041,0.2884,548509760
2017年01月,台北市,315086096,525256,0.1056,96928,26,0.1269,49401933,7748,0.236,364584957
2017年01月,桃園市,260203360,495532,0.0872,48053,10,0.0629,18902314,3170,0.0903,279153727
2017年01月,台中市,363949364,730611,0.122,263593,31,0.3452,28871444,4383,0.1379,393084401
2017年01月,台南市,247078660,579621,0.0828,22356,8,0.0293,8316662,1315,0.0397,255417678
2017年01月,高雄市,401357985,896096,0.1345,57934,21,0.0759,24546397,4062,0.1173,425962316
2017年01月,宜蘭縣,58836984,135108,0.0197,0,0,0,1043907,252,0.005,59880891
2017年01月,新竹縣,68170252,141603,0.0229,2006,1,0.0026,4279677,649,0.0204,72451935
2017年01月,苗栗縣,69301322,168576,0.0232,7173,5,0.0094,484696,137,0.0023,69793191
2017年01月,彰化縣,156212248,389894,0.0524,6474,2,0.0085,1101079,280,0.0053,157319801
2017年01月,南投縣,56454756,129256,0.0189,17204,3,0.0225,357747,110,0.0017,56829707
2017年01月,雲林縣,87614775,257751,0.0294,3333,3,0.0044,514276,164,0.0025,88132384
2017年01月,嘉義縣,62885963,173429,0.0211,23512,8,0.0308,261879,80,0.0013,63171354
2017年01月,屏東縣,117915796,276666,0.0395,30359,13,0.0398,965709,252,0.0046,118911864
2017年01月,台東縣,26308818,56085,0.0088,22191,3,0.0291,275802,70,0.0013,26606811
2017年01月,花蓮縣,41621874,86709,0.014,22241,5,0.0291,668731,135,0.0032,42312846
2017年01月,基隆市,40918126,85975,0.0137,8987,4,0.0118,3348655,878,0.016,44275768
2017年01月,新竹市,62464485,123369,0.0209,2034,2,0.0027,4434317,840,0.0212,66900836
2017年01月,嘉義市,34586171,77078,0.0116,0,0,0,1055274,249,0.005,35641445
2017年01月,澎湖縣,12662303,22032,0.0042,0,0,0,99592,15,0.0005,12761895
2017年01月,金門縣,8631170,14188,0.0029,0,0,0,13036,29,0.0001,8644206
2017年01月,連江縣,2942036,1822,0.001,0,0,0,15031,16,0.0001,2957067
2017年01月,合計,2983218671,6268903,1,763583,163,1,209322586,34875,1,3193304840
2016年12月,新北市,542014110,894111,0.1656,111431,18,0.1313,63362491,9995,0.2886,605488032
2016年12月,台北市,342980281,493744,0.1048,115795,25,0.1364,52905484,7735,0.241,396001560
2016年12月,桃園市,333624045,591432,0.102,57441,9,0.0677,19575519,3159,0.0892,353257005
2016年12月,台中市,408121205,731189,0.1247,314735,30,0.3708,30218082,4371,0.1376,438654022
2016年12月,台南市,283913606,574716,0.0868,26459,8,0.0312,8874625,1303,0.0404,292814690
2016年12月,高雄市,361471510,698360,0.1105,67705,23,0.0798,25142968,4053,0.1145,386682183
2016年12月,宜蘭縣,63436952,137758,0.0194,0,0,0,1042396,252,0.0047,64479348
2016年12月,新竹縣,85374286,153404,0.0261,4195,2,0.0049,4367214,643,0.0199,89745695
2016年12月,苗栗縣,66800053,148751,0.0204,8123,5,0.0096,499408,134,0.0023,67307584
2016年12月,彰化縣,176816858,379245,0.054,11542,3,0.0136,1168189,280,0.0053,177996589
2016年12月,南投縣,74580707,156536,0.0228,19707,3,0.0232,367102,110,0.0017,74967516
2016年12月,雲林縣,94563388,262118,0.0289,3855,3,0.0045,562841,164,0.0026,95130084
2016年12月,嘉義縣,62954397,168326,0.0192,20545,8,0.0242,279742,80,0.0013,63254684
2016年12月,屏東縣,117599563,251077,0.0359,32236,13,0.038,996352,251,0.0045,118628151
2016年12月,台東縣,31154639,61351,0.0095,22736,3,0.0268,295859,70,0.0013,31473234
2016年12月,花蓮縣,49278897,91637,0.0151,20870,4,0.0246,738978,135,0.0034,50038745
2016年12月,基隆市,52830523,99098,0.0161,10472,4,0.0123,3507486,879,0.016,56348481
2016年12月,新竹市,63355452,107952,0.0194,960,1,0.0011,4401103,836,0.02,67757515
2016年12月,嘉義市,39326901,76969,0.012,0,0,0,1105788,249,0.005,40432689
2016年12月,澎湖縣,12529751,22345,0.0038,0,0,0,103382,15,0.0005,12633133
2016年12月,金門縣,7723675,11827,0.0024,0,0,0,13846,29,0.0001,7737521
2016年12月,連江縣,1786624,2083,0.0005,0,0,0,8387,16,0,1795011
2016年12月,合計,3272237423,6114029,1,848807,162,1,219537242,34759,1,3492623472
2016年11月,新北市,662187609,900627,0.1696,123036,17,0.1343,66122184,9965,0.2865,728432829
2016年11月,台北市,432849396,525017,0.1108,135812,26,0.1482,56486179,7724,0.2448,489471387
2016年11月,桃園市,316734783,493788,0.0811,68044,9,0.0743,20621434,3132,0.0894,337424261
2016年11月,台中市,483398422,729353,0.1238,301843,31,0.3294,31645370,4358,0.1371,515345635
2016年11月,台南市,323913185,577883,0.0829,48722,17,0.0532,9346905,1299,0.0405,333308812
2016年11月,高雄市,539772710,893994,0.1382,70336,21,0.0768,25983934,4046,0.1126,565826980
2016年11月,宜蘭縣,71285462,134404,0.0183,0,0,0,1123581,252,0.0049,72409043
2016年11月,新竹縣,87897349,141111,0.0225,2109,1,0.0023,4634077,638,0.0201,92533535
2016年11月,苗栗縣,92641231,170786,0.0237,9749,5,0.0106,522367,133,0.0023,93173347
2016年11月,彰化縣,200587305,388961,0.0514,15193,3,0.0166,1252606,281,0.0054,201855104
2016年11月,南投縣,65551046,128945,0.0168,22683,3,0.0248,370062,110,0.0016,65943791
2016年11月,雲林縣,111484439,257189,0.0285,4233,3,0.0046,595813,164,0.0026,112084485
2016年11月,嘉義縣,79276655,173050,0.0203,21834,8,0.0238,299322,80,0.0013,79597811
2016年11月,屏東縣,142863037,276173,0.0366,34497,14,0.0377,1051565,249,0.0046,143949099
2016年11月,台東縣,31285753,55891,0.008,25240,3,0.0275,315160,70,0.0014,31626153
2016年11月,花蓮縣,50562315,86414,0.0129,20212,4,0.0221,783737,135,0.0034,51366264
2016年11月,基隆市,51817841,85936,0.0133,10074,4,0.011,3599903,879,0.0156,55427818
2016年11月,新竹市,86032405,123178,0.022,2592,2,0.0028,4675143,835,0.0203,90710140
2016年11月,嘉義市,45895053,76947,0.0118,0,0,0,1175402,249,0.0051,47070455
2016年11月,澎湖縣,16218969,21983,0.0042,0,0,0,123558,16,0.0005,16342527
2016年11月,金門縣,10362179,14132,0.0027,0,0,0,14291,30,0.0001,10376470
2016年11月,連江縣,2685633,1815,0.0007,0,0,0,10172,16,0,2695805
2016年11月,合計,3905302777,6257577,1,916209,171,1,230752765,34661,1,4136971751
2016年10月,新北市,761594259,891458,0.1777,131397,19,0.1388,70527684,9932,0.2882,832253340
2016年10月,台北市,491838270,493221,0.1148,134831,27,0.1424,61536626,7708,0.2515,553509727
2016年10月,桃園市,444988981,588626,0.1038,77274,9,0.0816,21674039,3121,0.0886,466740294
2016年10月,台中市,521195044,728448,0.1216,326552,31,0.3449,33340805,4351,0.1363,554862401
2016年10月,台南市,356893337,573513,0.0833,43892,17,0.0464,9742116,1293,0.0398,366679345
2016年10月,高雄市,440558659,697311,0.1028,71933,23,0.076,26337896,4040,0.1076,466968488
2016年10月,宜蘭縣,83827831,136911,0.0196,0,0,0,1096983,252,0.0045,84924814
2016年10月,新竹縣,114882712,152224,0.0268,4908,2,0.0052,4895357,633,0.02,119782977
2016年10月,苗栗縣,89176416,148271,0.0208,10018,5,0.0106,544750,129,0.0022,89731184
2016年10月,彰化縣,225839620,378212,0.0527,6988,2,0.0074,1301766,281,0.0053,227148374
2016年10月,南投縣,87076038,155936,0.0203,25167,3,0.0266,382483,110,0.0016,87483688
2016年10月,雲林縣,116463490,261698,0.0272,4298,4,0.0045,590613,164,0.0024,117058401
2016年10月,嘉義縣,76882320,168094,0.0179,23674,8,0.025,314226,80,0.0013,77220220
2016年10月,屏東縣,134335666,250529,0.0313,33323,14,0.0352,1081304,249,0.0044,135450293
2016年10月,台東縣,37516130,61175,0.0088,25603,3,0.027,322076,70,0.0013,37863809
2016年10月,花蓮縣,63426025,91243,0.0148,14142,3,0.0149,791825,135,0.0032,64231992
2016年10月,基隆市,72359873,99084,0.0169,11131,5,0.0118,3829847,879,0.0157,76200851
2016年10月,新竹市,89299812,107734,0.0208,1649,2,0.0017,5015988,831,0.0205,94317449
2016年10月,嘉義市,49306859,76788,0.0115,0,0,0,1205973,249,0.0049,50512832
2016年10月,澎湖縣,15694267,22105,0.0037,0,0,0,145623,16,0.0006,15839890
2016年10月,金門縣,10627552,11766,0.0025,0,0,0,13392,30,0.0001,10640944
